encounter_id,version,image_avg,text_avg,sink_avg
ENC00002,v1,0.028890792158294896,0.9650508551324,0.006058347419087515
ENC00003,v1,0.03168634848580474,0.9650571022714888,0.0032565471206215165
ENC00004,v1,0.0348304562146465,0.9630441498756409,0.0021254012772503
ENC00006,v1,0.030300539018226273,0.967788099240856,0.001911359657181286
ENC00007,v1,0.03275273203228911,0.9655154916975234,0.0017317687206539428
ENC00008,v1,0.03248148956474396,0.9631495517079193,0.00436895431738605
ENC00013,v1,0.030438523115765937,0.9678086475381311,0.0017528343151701298
ENC00014,v1,0.017106729790125744,0.9807543559829788,0.0021389129826347207
ENC00017,v1,0.02894320303755926,0.9691359466168938,0.0019208505868957173
ENC00022,v1,0.034269062367578346,0.9624014680584272,0.0033294634195044637
ENC00023,v1,0.023729381334109633,0.9742188909474541,0.002051733084383658
ENC00024,v1,0.021606128734464828,0.9762841784037076,0.002109700797770459
ENC00031,v1,0.025980260385119396,0.9720490963562675,0.001970635695413322
ENC00034,v1,0.040153113760701985,0.9554431386615919,0.0044037459647633895
ENC00043,v1,0.019521138551304253,0.9780404669482533,0.002438397285891924
ENC00052,v1,0.03347875072620809,0.9647221088409423,0.0017991388001246378
ENC00063,v1,0.026233174377942786,0.9716523324742037,0.002114495755556752
ENC00064,v1,0.02399516119948474,0.6191600179463103,0.35684481969005183
ENC00065,v1,0.033791471383359174,0.9645151431017583,0.0016933879740121268
ENC00067,v1,0.03184645596700601,0.9646535164270645,0.0035000307163080345
ENC00080,v1,0.04218475251797248,0.9532980586994778,0.00451718480061655
ENC00081,v1,0.028155280879753476,0.9697424811475417,0.0021022384554859907
ENC00084,v1,0.030872981781598,0.9691270203863989,0
ENC00088,v1,0.02866047483725034,0.9697557469693626,0.0015837832863207877
ENC00089,v1,0.03530930710787123,0.9586051382801749,0.006085554622537033
ENC00090,v1,0.031829820142994666,0.9629526912480936,0.005217492933674106
ENC00096,v1,0.03272752011091345,0.9609675815811863,0.006304901098634151
ENC00098,v1,0.031254499906762725,0.9687454984301612,0
ENC00103,v1,0.01762420548210767,0.9801674463532187,0.002208351887318052
ENC00106,v1,0.022675867777508803,0.975300058340415,0.0020240789259939143
ENC00111,v1,0.020799169880013135,0.9772524591102156,0.0019483683877191398
ENC00113,v1,0,0.9973426132517702,0.002657386422095656
ENC00121,v1,0.02864270858689506,0.9692691803997399,0.0020881071602169457
ENC00125,v1,0.031918605770915744,0.9665998953580857,0.0014814946393016727
ENC00128,v1,0.03924298140230358,0.9561364560998896,0.0046205619269961955
ENC00130,v1,0.03631371646049884,0.9636862809115118,0
ENC00133,v1,0.036329036162180056,0.9619682592504165,0.0017027059282340548
ENC00143,v1,0.030187197645210613,0.9658777567289644,0.003935045095050107
ENC00149,v1,0.031046277088554283,0.9623571697034334,0.0065965521100320315
ENC00151,v1,0,0.9971679644506486,0.002832027936552758
ENC00159,v1,0.018153219467162023,0.9797410127662477,0.0021057605793300483
ENC00162,v1,0.030627879035407608,0.9643297547841594,0.005042368206229523
ENC00164,v1,0.029290586083124463,0.9677747711539268,0.002934648538379966
ENC00167,v1,0.021390811778191063,0.9761153750949436,0.0024938093446609045
ENC00170,v1,0.03156010961120433,0.9642886426431913,0.0041512557832154295
ENC00171,v1,0.032781898346100305,0.9634502956996093,0.003767795324312976
ENC00173,v1,0.03252313973154036,0.9625758224604081,0.004901036181800752
ENC00188,v1,0.022024782339685432,0.9757422899531427,0.0022329307867379458
ENC00191,v1,0.0329251178385069,0.9602727591991425,0.006802124553360045
ENC00192,v1,0.02581895729743464,0.6250435155491496,0.34913753250310586
ENC00193,v1,0.015399427921791753,0.9823613252984472,0.0022392433405999676
ENC00202,v1,0.0293971030907922,0.9688675355079562,0.0017353612090309346
ENC00208,v1,0.019769520059913056,0.9781116343092644,0.002118844783131633
ENC00209,v1,0.04343956564035681,0.9547998999792432,0.0017605317707565273
ENC00210,v1,0.03339507811599308,0.9629129376676347,0.0036919863325440222
ENC00214,v1,0,0.9968932166695594,0.0031067874893778934
ENC00217,v1,0.022393051885506686,0.9756562800968395,0.0019506723154336214
ENC00237,v1,0.03885301145223471,0.9550234606632819,0.0061235325433349665
ENC00238,v1,0.032550578477320735,0.965553521335899,0.0018959008497427907
ENC00250,v1,0.026255110961695513,0.9719841314686669,0.0017607534310728726
ENC00255,v1,0.029442603477155386,0.9683748632669449,0.002182527316187549
ENC00256,v1,0.023990036437994446,0.9703246204332373,0.00568534433038841
