encounter_id,version,image_avg,text_avg,sink_avg
ENC00002,v1,0.1328423708738362,0.049677694849975286,0.8174799299630963
ENC00003,v1,0.1435354666340919,0.8556127042997451,0.0008518334199054932
ENC00004,v1,0.1688083711763223,0.06507226708655556,0.7661193641026814
ENC00006,v1,0.18552665412425995,0.053532553468870016,0.7609407916790297
ENC00007,v1,0.17771518155932425,0.06115101569642623,0.7611338059107463
ENC00008,v1,0.11578291377956325,0.046985713967887484,0.8372313698919693
ENC00013,v1,0.15078872210293445,0.04919043963529029,0.800020843744278
ENC00014,v1,0.15603378134788853,0.06557500809615496,0.7783912113397429
ENC00017,v1,0.14019925206354478,0.06769839084207467,0.7921023579632364
ENC00022,v1,0.1684112745647629,0.04659067640895955,0.7849980473518372
ENC00023,v1,0.13762761590381464,0.05388112247958049,0.8084912563071531
ENC00024,v1,0.12623281839948433,0.07994342631158921,0.7938237621234013
ENC00031,v1,0.12565835350719484,0.053709097783607634,0.8206325503795043
ENC00034,v1,0.17146692446608475,0.05622649868356361,0.7723065735637278
ENC00043,v1,0.11993483808345912,0.06536586365730661,0.8146992965442378
ENC00052,v1,0.1560742976516485,0.051020983832422644,0.7929047161340713
ENC00063,v1,0.1372334879110841,0.06562624204465571,0.7971402722246507
ENC00064,v1,0.16325264734526476,0.06184521993099336,0.7749021267681792
ENC00065,v1,0.14716596853467498,0.04788115829930152,0.80495287286173
ENC00067,v1,0.12888897834425297,0.06047370530760441,0.8106373207181947
ENC00080,v1,0.15172490596093915,0.8465878326784481,0.001687264673901981
ENC00081,v1,0.12930613396798862,0.061003265699700396,0.8096906037891612
ENC00084,v1,0.17585371001089206,0.8241462893173342,0
ENC00088,v1,0.1545451250745029,0.056939911263866154,0.7885149596183281
ENC00089,v1,0.15982049974528226,0.04787018744444305,0.792309305342761
ENC00090,v1,0.16998235521645383,0.05508081588744261,0.7749368281200014
ENC00096,v1,0.14589227173753358,0.04660810366773081,0.8074996245128138
ENC00098,v1,0.14357056530813375,0.8564294342483793,0
ENC00103,v1,0.11613247990608215,0.054911583839831024,0.8289559348063036
ENC00106,v1,0.15066709350316954,0.06453834025738522,0.7847945659588544
ENC00111,v1,0.13479343225616355,0.057207410868127334,0.8079991520837296
ENC00113,v1,0,0.0877661377273719,0.9122338641215774
ENC00121,v1,0.1291217073225058,0.04645600948785233,0.82442228610699
ENC00125,v1,0.1323668285831809,0.049808981851674615,0.8178241902589798
ENC00128,v1,0.1637871674792741,0.05337471356715567,0.7828381176917784
ENC00130,v1,0.12856292071761471,0.8714370821962262,0
ENC00133,v1,0.17485948862398373,0.05489593148779343,0.7702445801566629
ENC00143,v1,0.14221883681997405,0.05315231854269691,0.8046288470090446
